xyz_vaccine,seasonal_vaccine,respondent_id
0.6995574627252068,0.6471978982065589,26707
0.8753990816961915,0.5950058931774626,26708
0.7985163322323322,0.14788491432270257,26709
0.21178335045619057,0.27580373648895096,26710
0.2805253328429299,0.8750889429240205,26711
0.2385221124781698,0.8467420673348183,26712
0.16342821964310428,0.5064431913497216,26713
0.0007340782328116857,0.5900701459849744,26714
0.35867976733609586,0.6865854493722753,26715
0.6673952840698747,0.5591578993909005,26716
0.9417046885785321,0.366986635072466,26717
0.7688264516653847,0.04592507772201038,26718
0.9878993848501765,0.18175461845909457,26719
0.9777950793570572,0.3124284384247765,26720
0.38838006174593853,0.4207510572141595,26721
0.06127065796947584,0.635973777959215,26722
0.028094963360811853,0.5584118659579563,26723
0.6243697854924479,0.8295035294549964,26724
0.8947969661954384,0.2581137523703134,26725
0.10845555095627069,0.948155662740111,26726
0.03450539535825259,0.711061429726954,26727
0.25298247608490576,0.8055995629294658,26728
0.7430185890737023,0.9928705820109978,26729
0.21399975469873045,0.4259613206652588,26730
0.45837682534168867,0.4397532792313351,26731
0.3616618169210086,0.5375271049571859,26732
0.2481356610057721,0.8152415485967631,26733
0.5980812854914753,0.3970903531483081,26734
0.6983357178396031,0.34597420356677655,26735
0.617372511757549,0.4772492282712897,26736
0.38213875553013654,0.9023888405939311,26737
0.065530376962325,0.7514906092171989,26738
0.017548662078330057,0.9452125197341464,26739
0.7233081217734814,0.49659028013690376,26740
0.10901187649277022,0.5257125518509266,26741
0.5721998270828661,0.7471348636034344,26742
0.46127162123124976,0.9273556587245295,26743
0.40746929706548196,0.4515725731530189,26744
0.257168176312606,0.1619431480595036,26745
0.14025866696194744,0.7460717193931566,26746
0.6299085146621876,0.19759355466385642,26747
0.19752103540465826,0.3146018917565936,26748
0.8843530083145097,0.34505959193172575,26749
0.6060878904695414,0.9220810760172936,26750
0.20117207597474906,0.7038439288288288,26751
0.22278584080603325,0.17407083594830897,26752
0.7110503441034118,0.24308672945493903,26753
0.22371687718573718,0.10895639619683095,26754
0.04777261222378182,0.7121402496832134,26755
0.6421781247151817,0.3800135578251821,26756
0.6884891012565426,0.9907454436473924,26757
0.020474319395745177,0.4570592687621896,26758
0.4525392092256172,0.5212430293899913,26759
0.16918021606734623,0.750625788386641,26760
0.6601870459431637,0.7870241793651637,26761
0.39525589130822847,0.9312126497980656,26762
0.6171092956595294,0.8780276161758401,26763
0.60313936102424,0.34143209308718825,26764
0.030779252593336137,0.20916127505035698,26765
0.0713312115049245,0.3764367647032172,26766
0.83166845754394,0.5836176629934158,26767
0.30717681804283103,0.9621233654705216,26768
0.48713255813431344,0.632183912241303,26769
0.2596901311303308,0.10015222508948307,26770
0.16325142083164768,0.005210920950730391,26771
0.6769201492497205,0.3204603947542517,26772
0.7514501015834298,0.11272079574684313,26773
0.37774292537487264,0.11574705617271985,26774
0.6759433292140651,0.6594614723185512,26775
0.7558193054917743,0.4017706101972587,26776
0.6166409582589072,0.5383807959527377,26777
0.7775221025277532,0.8199839627537071,26778
0.37190425103747815,0.6688098944786427,26779
0.7419300860823591,0.3803046270778805,26780
0.09199587273128673,0.19485294932462227,26781
0.07247138914146278,0.41294358374657236,26782
0.6302471892287177,0.2478875731418514,26783
0.25640700723191334,0.21811313465197935,26784
0.6003814682223162,0.623575786403102,26785
0.9423334850285519,0.02537208015498138,26786
0.5914577370036206,0.4267299845255632,26787
0.4618709659917012,0.4924559336968308,26788
0.7724921018085719,0.9818005736514006,26789
0.44993308717361447,0.46872855666483126,26790
0.7553140930396185,0.18637480727130784,26791
0.06371493807996087,0.21879889903976624,26792
0.5197429870847545,0.6787154815836048,26793
0.34578882622694307,0.029846135107471916,26794
0.253178223146975,0.7831777280240205,26795
0.6297122224252228,0.8828314414200092,26796
0.3221239299840666,0.6503972562989841,26797
0.3984279676544492,0.562836883483119,26798
0.28321207108107715,0.8350208566108386,26799
0.4754612797832042,0.6446771912567859,26800
0.945403823458715,0.9130404845326463,26801
0.19588891760513993,0.690077523031521,26802
0.12353622556306088,0.9007516986746347,26803
0.07195052418141379,0.4039457364060054,26804
0.6360072247090558,0.7094658684626962,26805
0.4776394983246667,0.8800283604129466,26806
0.6120744902672821,0.6832189895117016,26807
0.9819455855947864,0.3259711988877878,26808
0.4610798960350625,0.8168213797095015,26809
0.5810527389780465,0.2805255451772074,26810
0.25128039813741454,0.03029040914273895,26811
0.4879399309160173,0.5418064090904892,26812
0.12799910712950013,0.39508793629826167,26813
0.7949740630965683,0.03357650338639928,26814
0.09053721418903626,0.4900699444270997,26815
0.8595374056089441,0.37667807879094495,26816
0.07773455884644886,0.6996483871713726,26817
0.295945691887713,0.31595786396225944,26818
0.7135785264497709,0.020570556997805745,26819
0.3711399231928675,0.8545418911010989,26820
0.3923780194663151,0.9695375697385391,26821
0.09406692744908207,0.29857008377755223,26822
0.6178600797898915,0.7577611347410156,26823
0.9662830884201841,0.30005217517591165,26824
0.7809249709860986,0.4253197062840548,26825
0.23069448222300437,0.25866680857750357,26826
0.9191292070020708,0.8581371178109445,26827
0.6604320771017899,0.35691878704067637,26828
0.5986190596509259,0.952222423313906,26829
0.523557921548004,0.236199541213716,26830
0.7918472917527991,0.6285046656334756,26831
0.7038289363419086,0.531129943156752,26832
0.8583369282580026,0.6607814000812549,26833
0.9932799819037494,0.626585918681919,26834
0.32453035229976046,0.4547331836831683,26835
0.31701284263497365,0.41284814136364845,26836
0.6300285494308547,0.06679136648068595,26837
0.09721843532662455,0.3336425356755467,26838
0.0645920263617975,0.923302601335179,26839
0.8006424244181821,0.3727549939250917,26840
0.1850227601218173,0.18611201713482117,26841
0.192081281107639,0.003602407300978161,26842
0.20734019724875197,0.45639313723422403,26843
0.8672276563460066,0.23267534401093737,26844
0.8751044879657024,0.5581626211568184,26845
0.34998044783927007,0.19579477870487694,26846
0.5728267943722004,0.7662394367157217,26847
0.12743518442717083,0.34576451135143593,26848
0.32468764317475507,0.5968846691172665,26849
0.27384542249624066,0.24162472540461755,26850
0.7411463541323026,0.7950112206831234,26851
0.41436584538562593,0.227173243373892,26852
0.061654048299252584,0.008546509777495492,26853
0.588173660804355,0.3998479278272592,26854
0.8191397231934578,0.8605633458807452,26855
0.729285227258443,0.17629027730332925,26856
0.2883360930491826,0.5241762312424727,26857
0.39760195825115785,0.17258987977156193,26858
0.6320867979013035,0.6776967437652317,26859
0.8211336617966628,0.5665198244700663,26860
0.7076493771426005,0.9834725407992809,26861
0.4492373749147306,0.6867385009700638,26862
0.13266488608013727,0.5171156507694303,26863
0.23895000952602685,0.4729862474490054,26864
0.8726456969233349,0.4418017481845289,26865
0.12573125858977097,0.35302477439850166,26866
0.1301395844056591,0.8423375747496377,26867
0.8198560129705769,0.2809176800480415,26868
0.4377750528832426,0.5332510480984662,26869
0.9130033253664541,0.8637152050868966,26870
0.6311647299325859,0.447218268674038,26871
0.10031888235275388,0.4733170530325136,26872
0.11208284384984246,0.18852508485614627,26873
0.8048478433801028,0.4751167650499022,26874
0.5005585075012617,0.6544644886919568,26875
0.9395422446558163,0.3615945780456239,26876
0.19480481600374544,0.3216972248562383,26877
0.9395015182215826,0.6050874741339948,26878
0.14591486144142685,0.9972028424664162,26879
0.22691738399461092,0.9201604628810958,26880
0.7974188473021862,0.669234017304048,26881
0.08130304582605685,0.9014638398137317,26882
0.6591501198581768,0.08295783817529945,26883
0.8123092992101273,0.8809895588168623,26884
0.8712667528091093,0.3375906763126283,26885
0.07859397601667306,0.16427247545504586,26886
0.6436143836832554,0.036046669829132516,26887
0.6619603450953914,0.309865461248116,26888
0.42695559640408476,0.09387896654473527,26889
0.39804061264764734,0.24946278686548373,26890
0.542512736464945,0.19883739651510168,26891
0.36348747045867513,0.4494867166629518,26892
0.3445332796682755,0.012725505432552797,26893
0.5515100390577831,0.14735107770415634,26894
0.16423600885662437,0.9580516063755956,26895
0.18104602875355402,0.28308806585361335,26896
0.6463138478233679,0.8818954948783848,26897
0.8409536497371868,0.835875938269281,26898
0.37146534917031815,0.325133444883125,26899
0.03136653383534338,0.07817744986202868,26900
0.3159847477201837,0.10672541222009047,26901
0.6359815973136511,0.7846606854670759,26902
0.09901023416201782,0.7041805910814694,26903
0.35381849570591906,0.3914131993512081,26904
0.2566489774040228,0.49015932984928157,26905
0.5396930979246348,0.17587410525163905,26906
0.1611696275410308,0.46651924920114474,26907
0.04461722935120205,0.9620284080368129,26908
0.7199074112219528,0.9151665493207596,26909
0.10832034899664822,0.3117682985530338,26910
0.25613571811966607,0.09037746886837095,26911
0.6423070768264426,0.5706636432115632,26912
0.47873888049462854,0.17583674341334543,26913
0.3475904186657093,0.1001398670107615,26914
0.03802231178241988,0.8669820035009225,26915
0.7312103535591853,0.010365075861956896,26916
0.8183642153250397,0.6090014792186896,26917
0.6007775383046612,0.5176181486797752,26918
0.09914417958589838,0.24804421963616552,26919
0.5911203081642009,0.47426202989729105,26920
0.25356268295710993,0.5263720423690045,26921
0.08504570280681745,0.9526256683195481,26922
0.39639288154044405,0.38683847891781187,26923
0.02384045705350979,0.574498098317561,26924
0.33652511169596666,0.052960835579851206,26925
0.4533248732064131,0.8877642212678645,26926
0.9857799676722862,0.7031293066172045,26927
0.28239568266067805,0.44022940239379904,26928
0.37415519684325316,0.9882528311403111,26929
0.23610625959940068,0.09437524811438835,26930
0.6152296189609263,0.776850798609151,26931
0.5857311627002565,0.6072162160652932,26932
0.5004118363238073,0.42129691766123956,26933
0.8726035360013387,0.9858575844563942,26934
0.6800699786487576,0.8866273326906526,26935
0.7576213033583249,0.7170452297594467,26936
0.42644121711868876,0.25994226561477873,26937
0.4952724103724089,0.06811796630857037,26938
0.6234427617940211,0.22680850821628118,26939
0.5862027084489604,0.27448946751937187,26940
0.3907046199287686,0.43652839766481344,26941
0.09471160174592907,0.32132283095163894,26942
0.8274648142135934,0.6320884712944045,26943
0.8064647636137302,0.5131891341935001,26944
0.8247314976999977,0.2833101316935265,26945
0.9603931342031353,0.7242315415248096,26946
0.805037930320655,0.23983417614768532,26947
0.6884639797555849,0.11995402662319554,26948
0.2842094471262444,0.5776018671876856,26949
0.942478649496391,0.9140149347362303,26950
0.9833842735500543,0.4390439489169822,26951
0.9006196814306331,0.5908745727012636,26952
0.43829408034202144,0.1560589705287625,26953
0.46456659697825875,0.8195369520233177,26954
0.1845554857255931,0.6303856769380268,26955
0.5657853266543087,0.9843132015552803,26956
0.6900723907179407,0.6307222666312549,26957
0.3967348141913366,0.6640221202060783,26958
0.13256991815312835,0.4913320229708855,26959
0.032990918861298235,0.7185421791216882,26960
0.9984911669184845,0.7249523859236805,26961
0.3596836097288507,0.14324962138164143,26962
0.74527347160392,0.82420723616807,26963
0.1357528593085865,0.9004081883041889,26964
0.6992324516521502,0.40184857039830135,26965
0.7550679030341527,0.0836442804216303,26966
0.825958074666094,0.490337435517862,26967
0.6345108468423922,0.7133584900547821,26968
0.3470204407549333,0.2405680391748637,26969
0.12832832562791474,0.0697299502961195,26970
0.6371555645750464,0.7274961148777989,26971
0.08223475925889046,0.5418342559274786,26972
0.025392048149725732,0.04561956501493769,26973
0.9468613439003842,0.5060808576358601,26974
0.6903365211040802,0.528402211993611,26975
0.17832883978851954,0.41479809344258245,26976
0.5346927090752649,0.03618087432123751,26977
0.16496521388040453,0.840955282516939,26978
0.8942153606726632,0.263883254102522,26979
0.20950228368499835,0.46334442067946524,26980
0.5826872910103995,0.25298158151308237,26981
0.859633311774011,0.6109363837348931,26982
0.8697512619253616,0.26459777465535594,26983
0.16278910745206587,0.2634600015814199,26984
0.773918187619429,0.4989545640527516,26985
0.28370702812449833,0.39692292621845715,26986
0.7680874674413342,0.46514247242796647,26987
0.1499765324030341,0.31926902904168175,26988
0.7316166152471595,0.637527841703965,26989
0.9954270789692545,0.04468946950232888,26990
0.09905501231421987,0.7688235436321272,26991
0.7982959899003397,0.6331494570959215,26992
0.24094673717040005,0.9344594047549852,26993
0.9164312111738646,0.5509519579090334,26994
0.6759328337329669,0.4689924175804766,26995
0.30174742489729434,0.814099209232707,26996
0.2877264291417274,0.14263025595853962,26997
0.5462013932462393,0.5159228056427511,26998
0.36596630825746246,0.6406745852861785,26999
0.6070341191869005,0.9474566152656986,27000
0.40199512817891503,0.3323692498334997,27001
0.2650862199090518,0.4438599298942887,27002
0.7495564841025903,0.38303537788424435,27003
0.4059188930987446,0.15267137511573436,27004
0.8622568377109648,0.29936071794356867,27005
0.2894283640389933,0.44005191376276276,27006
0.12115191171552642,0.06526354571478588,27007
0.3045477320969485,0.061705372293512584,27008
0.9611064748768717,0.7799116626926834,27009
0.17315910527289635,0.21538121373983377,27010
0.33980676138296195,0.8247338835702124,27011
0.41728723645440857,0.9392857565061922,27012
0.7751647282472003,0.5582721907771919,27013
0.5197117903732513,0.9612477762431809,27014
0.4068329099136372,0.6625768367108745,27015
0.21716977833681617,0.47372480842264053,27016
0.579379776627282,0.1855276068519679,27017
